,title,deadline,Microsoft Office,Financial Modelling,Data Platform,Python,R,SQL,Other Programming Languages
3697,"Capital Markets, Sales & Trading - 2017 Hong Kong Summer Intern Opportunities",2017,0,0,0,0,0,0,0
3698,"Capital Markets, Sales & Trading - 2017 UK Analyst Opportunities",2016,0,0,0,0,0,0,0
3699,Internship- Derivatives Solutions Sales (Polish speaker),2016,1,0,0,0,0,0,0
3700,Corporate & Investment Banking Analyst Program,2016,0,0,0,0,0,0,0
3701,Intern Placement – Group Finance – 12 months ,2016,1,0,0,0,0,0,0
3702,Transaction and Relationship Officer 	,2016,0,0,0,0,0,0,0
3703,EMEA Credit Markets Product Control - Analyst Opportunity,2016,1,0,0,0,0,0,0
3704,Internship: Listed Core Investments and Patricia Industries,2016,1,0,0,0,0,0,0
3705,Project Management Trainee (One Year Contract),2016,1,0,1,0,0,0,0
3706,12 month Internship – Private Equity Fund Investments,2016,0,0,0,0,0,0,0
3707,12 month Internship – Credit Fund Management,2016,0,0,0,0,0,0,0
3708,Class of 2017 Analyst – Financial Restructuring – London  ,2016,1,0,0,0,0,0,0
3709,Financial Restructuring Group – Summer Analyst  ,2016,0,0,1,0,0,0,0
3710,ICG 12 month Internship - Marketing Client Relations,2016,0,0,0,0,0,0,0
3711,2017 - Analytics and Sales,2017,0,0,0,0,0,0,0
3712,12 month Internship – Longbow,2016,1,0,0,0,0,0,0
3713,Structuring Trainee (One Year Contract),2016,0,0,0,0,0,0,0
3714,Quantitative Analyst,2016,1,0,0,0,0,0,0
3715,Equity Risk Management Trainee ,2016,1,0,0,0,0,1,0
3716,Investment Managers	,2016,0,0,0,0,0,0,0
3717,(Junior) Officer(s) in Mandate Services		,2016,0,0,0,0,0,0,0
3718,Research Officer	,2016,1,0,0,0,0,0,0
3719,Debt Funds Analyst 	,2016,1,1,0,0,1,0,0
3720,Investment Principal(s) Manager(s) / Analyst(s)	,2016,0,0,0,0,0,0,0
3721,Trainee	,2016,0,0,0,0,0,0,0
3722,2017 Corporate Infrastructure - Full-Time Analyst opportunities,2017,0,1,0,0,0,0,0
3723,2017 Corporate Infrastructure - Summer Internship opportunities - London ,2017,1,0,0,0,0,0,0
3724,Acquisitions Intern - 6 Month Placement,2016,0,0,0,0,0,0,0
3725,Finance Summer Intern ,2017,1,0,0,0,0,0,0
3726,Macquarie Graduate Programme - Risk Management Group (Credit Risk) - EMEA 2017,2016,0,0,0,0,0,0,0
3727,Global Markets Summer Intern ,2017,0,1,0,0,0,0,0
3728,Global Investment Banking Analyst ,2016,1,0,0,0,0,0,0
3729,2017 Investment Banking - Full Time Analyst ,2016,1,0,0,0,0,0,0
3730,Global Investment Banking Intern,2017,0,0,0,0,0,0,0
3731,Risk Summer Intern,2017,1,1,0,0,0,0,0
3732,Operations Summer Analyst ,2017,0,0,0,0,0,0,0
3733,"Campus Recruiting: 6 Month Internship - Corporate Finance (Rotational) - Mid January, 17",2016,0,0,0,0,0,0,0
3734,Macquarie Graduate Programme - Macquarie Asset Management (MSIS) - EMEA 2017,2016,0,0,0,0,0,0,0
3735,Macquarie Graduate Programme - Macquarie Asset Management (MIRA) - EMEA 2017,2016,0,0,0,0,0,0,0
3736,Macquarie Graduate Programme - Macquarie Securities Group - EMEA 2017,2016,0,0,0,0,0,0,0
3737,Macquarie Graduate Programme - Risk Management Group (Market Risk) - EMEA 2017,2016,1,0,0,0,0,0,0
3738,Macquarie Summer Intern Programme - EMEA 2017,2016,1,0,0,0,0,0,1
3739,Macquarie Graduate Programme - Macquarie Capital (Investment Banking) - EMEA 2017,2016,1,1,0,0,0,0,0
3740,Technology Summer Intern,2017,1,0,1,0,0,0,0
3741,"Campus Recruiting: 6 Month Internship - Corporate Finance (Consumer, Food & Retail) - January, 17",2016,1,0,0,0,0,0,0
3742,2017 Global Markets - Summer Analyst Internship,2017,1,0,0,0,0,0,0
3743,2017 Investment Banking - Summer Analyst Internship,2017,0,0,0,0,0,0,0
3744,Assistant Marketing Specialist - Internship,2016,0,0,0,0,0,0,0
3745,Global Internship Programmes,2016,1,0,0,0,1,1,0
3746,Global Graduate Programmes,2016,0,0,0,0,0,0,0
3747,Front Office Internship,2016,0,0,0,0,0,0,0
3748,2017 Asia Pacific Graduate Program Opportunities,2016,1,0,0,0,0,0,0
3749,2016 International Talent Program,2016,0,0,0,0,0,0,0
3750,Internship - Management ,2016,1,0,0,1,1,0,0
3751,Intern Placement – CVA Trading,2016,0,0,0,0,0,0,0
3752,Quantitative Research Analyst ,2016,0,0,0,0,0,0,0
3753,2017 Equities Sales and Trading Summer Analyst - Tokyo,2016,0,0,0,0,0,0,0
3754,Equity Research Summer Analyst - Tokyo,2016,1,0,1,1,1,0,0
3755,2017 Asia Pacific Global Markets Sales and Trading Summer Analyst,2016,1,0,0,0,0,0,0
3756,Quantitative Financial Consultant,2016,1,0,0,0,0,0,0
3757,Hedge fund fintech client facing internship,2016,1,0,1,0,0,0,0
3758,Technology Intern,2016,1,0,0,0,0,0,0
3759,Internship- Equity Solutions Sales,2016,0,0,1,0,0,0,0
3760,Intern (Investment Banking),2016,0,0,0,0,0,0,0
3761,Analyst - Corporate Banking,2016,1,0,0,0,0,0,0
3762,iiSearches Reporter,2016,0,0,0,0,0,0,0
3763,2017 Investment Banking Analyst,2016,1,0,0,0,0,0,0
3764,"Trainee, Structured Finance (One Year Contract)",2016,0,0,0,0,0,0,0
3765,"Trainee, Corporate Banking (One Year Contract)",2016,0,1,0,0,0,0,0
3766,QA Software Test Analyst,2016,1,0,0,0,0,0,1
3767,2017 Credit Suisse Asia Pacific Investment Banking and Capital Markets (IBCM) Summer Analyst,2016,1,0,0,0,0,0,0
3768,Intern Placement – FX,2016,0,1,0,0,0,0,0
3769,Finance - Management Accounting Analyst,2016,1,0,0,0,0,0,1
3770,Responsible Investment/ESG Analyst,2016,0,0,0,0,0,0,0
3771,E-Business Trainee,2016,1,1,0,0,0,0,0
3772,2017 Corporate & Investment Bank Investor Services Summer Analyst Program (Hong Kong | Singapore),2016,0,0,0,0,0,0,0
3773,Financial Restructuring Group – Class of 2014/15 Analyst ,2016,0,0,0,0,0,0,0
3774,Internship,2016,0,0,0,0,0,0,0
3775,2017 Corporate & Investment Bank Investment Banking Summer Analyst Program (Hong Kong|Singapore),2016,1,0,0,0,0,0,0
3776,2017 Corporate & Investment Bank Corporate Banking Summer Analyst Program (Singapore),2016,1,0,0,0,0,0,0
3777,2017 Corporate & Investment Bank Markets Summer Analyst Program (Hong Kong | Singapore),2016,1,0,1,0,0,0,0
3778,Summer Analyst (Internship),2016,1,0,0,0,0,0,0
3779,Analyst Internship  ,2016,0,1,0,0,0,0,0
3780,Full Time Analyst,2016,0,1,0,0,0,0,0
3781,Senior Associate,2016,1,0,0,0,0,0,0
3782,Vice President,2016,1,0,0,0,0,0,0
3783,Credit Analytics Summer Analyst - Peer to peer lending,2016,0,0,0,0,0,0,0
3784,Risk & PNL - EMEA Credit Markets - Analyst Opportunity,2016,0,0,0,0,0,0,0
3785,UBS Insights Week,2016,0,0,0,0,0,0,0
3786,UBS Summer Internship ,2016,1,0,0,0,0,0,0
3787,UBS Graduate Talent Program,2016,1,0,0,0,0,0,0
3788, Student Analyst,2016,0,0,0,0,0,0,0
3789,Student Associate,2016,1,0,0,0,0,0,0
3790,2017 full-time analyst programme opportunities,2016,1,0,1,1,1,0,0
3791,Internship - EMC - Investment Management Structuring within Asset Management ,2016,1,1,0,0,0,0,0
3792,Quantitative Financial Consultant,2016,1,0,0,0,0,0,0
3793,Real Estate Investment Banking Intern / Analyst,2016,0,0,0,0,0,0,0
3794,2016 Hong Kong Rotational Analyst Programme,2016,1,0,0,0,0,0,1
3795,"Internship in Equities, Markets and Commodities - Sales/Marketing within Asset Management ",2016,0,0,0,0,0,0,1
3796,E-Business Trainee,2016,0,0,1,0,0,0,0
3797,Internship (6 months) - Investment Banking,2016,0,0,0,0,0,0,0
3798,Leonteq Internship Program - Nordic Sales,2016,0,0,0,0,0,0,0
3799,Microfinance Traineeship,2016,0,0,0,0,0,0,0
3800,Business Management Graduate,2016,0,0,0,0,0,0,0
3801,Business Development,2016,1,0,0,0,0,0,1
3802,Sales Assistant - New Issue Manager ,2016,1,0,0,0,0,0,0
3803,Investec - Institutional Sales Group - Syndications and Loan Capital Markets,2016,1,0,1,0,0,0,0
3804,Intern – CIO Support,2016,1,0,0,0,0,0,0
3805,Lending support group - Internship,2016,0,0,0,0,0,0,0
3806,Economic Research - Intern ,2016,1,0,0,0,0,0,0
3807,Intern - FICT Solutions Sales,2016,1,1,0,0,0,0,0
3808,Debt Capital Markets 6 Month Internship,2016,0,0,0,0,0,0,1
3809,Investment Analyst,2017,1,0,0,0,0,0,0
3810,Internship (6 months) - Investment Banking - New York - Sep 2016,2016,0,1,0,0,0,0,0
3811,EMEA Credit Markets Product Control - Analyst Opportunity,2016,0,0,0,0,0,0,0
3812,Investment Banking Analyst / Associate based in Shanghai,2016,1,0,0,0,0,0,0
3813,"Off Cycle 6 Month Internship Placement – London.  September, 2016 - March, 2017",2016,1,0,1,0,0,0,0
3814,Customer Service Executive,2016,0,1,0,0,0,0,0
3815,SGCIB – Equity Capital Markets Internship in London,2016,1,0,1,1,0,1,0
3816,"London – Long Term Internship 2016 – Primary Markets - Sovereigns, Supranationals, Agencies",2016,1,0,0,0,0,0,0
3817,Global Data Analyst - French or Spanish Speakers,2016,1,0,0,0,0,0,0
3818,Student Associate,2016,1,0,1,0,0,0,0
3819, Student Analyst,2016,1,0,1,0,0,0,0
3820,2016 Financial Product Analytics and Sales - Korean Speakers,2016,1,0,0,0,0,0,0
3821,Financial Product Marketing,2016,0,0,0,0,0,0,0
3822,London Long Term Internship 2016- FX Structuring Analyst,2016,1,0,0,0,0,0,0
3823,Business & Brand Strategist,2016,1,1,0,0,0,0,0
3824,Credit Analytics Summer Analyst - Peer to peer lending,2016,1,0,1,0,0,0,0
3825,Houlihan Lokey - 3-4 Month Internship – Frankfurt,2016,1,0,0,0,0,0,0
3826,UK - London - GFA - CEE Long-Term Internship - September 2016,2016,1,1,0,0,0,0,0
3827,Paralegal - Compliance Officer,2016,1,0,1,1,0,0,1
3828,Analytics Graduate Placement Opportunity,2016,1,0,0,0,0,0,0
3829,Nordic Desk Assisant - Structured Products Internship,2016,1,0,0,0,0,0,0
3830,Investment Intern,2016,1,0,0,0,0,0,0
3831,Long Term Internship 2016-Global Markets Transversal Sales management  ,2016,1,0,0,0,0,0,0
3832,Internship- Identity Access Administrator (CSL),2016,1,0,0,0,0,0,1
3833,Intern Placement – Compliance – Central Compliance Generalist (12 Months),2016,1,0,0,0,0,0,0
3834,Intern Placement - Global Markets Trading Division Credit Product Line,2016,1,0,0,0,0,0,0
3835,Student Associate at Hereford Capital,2016,0,0,1,0,1,0,1
3836,Student Analyst at Hereford Capital,2016,1,0,1,0,0,0,0
3837,London – 2016 Long Term Internship – FX Hybrid Trading,2016,0,0,0,0,0,0,0
3838,"Intern Placement – Trading Division, MTNs & Private Placements Group",2016,1,1,0,0,0,0,0
3839,Intern Placement – Secondary Loan Trading (6 Months or 1 Year),2016,0,0,0,0,0,0,0
3840,6 Month Internship Placement – Corporate Finance (Generalist Team),2016,1,0,0,0,0,0,0
3841,"Global Markets, Equity Research - Asset Allocation, VP, London",2016,1,0,1,1,1,0,0
3842,Junior Data Analyst,2016,1,0,0,0,0,0,0
3843,Quantitative Financial Consultant,2016,1,0,0,0,0,0,0
3844,Recruitment Administrator,2016,1,0,0,0,0,0,0
3845,Debt Capital Markets 6 Month Internship,2016,1,0,0,0,0,0,0
3846,Intern Placement – Legal,2016,1,1,0,0,0,0,0
3847,Paralegal - Compliance Officer,2016,0,0,0,0,0,0,0
3848,Analyst ,2016,0,0,1,0,0,0,0
3849,Intern – Energy Markets Analyst (Natural Gas),2016,1,0,0,0,0,0,0
3850,Analytics and Sales - July 2016 Intake,2016,1,0,1,0,0,0,0
3851,"Corporate Access Executive (Associate), Equity - Europe Global Access",2016,1,0,0,0,0,0,0
3852,Graduate Programme 2016 – Institutional Client Group Sales,2016,1,0,0,0,0,0,0
3853,Financial Analyst - Summer Internship,2016,0,0,0,0,0,0,0
3854,OPERATIONAL RISK ANALYST,2016,1,0,0,0,0,0,0
3855,Structuring Trainee ,2016,1,1,0,0,0,0,0
3856,Trainee Trader,2016,1,0,0,0,0,0,0
3857,Real Estate Investment Banking Intern/ Analyst,2016,1,0,0,0,0,0,0
3858,Customer Service Executive,2016,1,0,0,0,0,0,0
3859,Graduate Trainee - Fixed Income Trader 2016,2016,1,0,0,0,0,0,0
3860,"Finance and Operations, Regulatory - Liquidity Risk Analyst Trainee 2016",2016,1,0,0,0,0,0,0
3861,Operational Risk Graduate Trainee,2016,1,1,0,0,0,0,0
3862,Fixed Incomes Sales - Graduate Trainee,2016,1,0,0,0,0,0,0
3863,Investment Management Internship,2016,0,0,0,0,0,0,0
3864,Banking EMEA Graduate Programme – Capital Structure & Risk Advisory,2016,0,0,1,0,0,0,0
3865,Editorial Team Member,2016,1,0,0,1,0,0,0
3866,Internship Program - Sales,2016,1,0,1,0,0,0,0
3867,Summer Intern – Junior Quant Developer,2016,0,1,0,0,0,0,0
3868,Summer Intern – Junior Data Analyst,2016,1,0,0,0,0,0,0
3869,Class of 2016 Analyst - Financial Restructuring Group,2016,0,0,0,0,0,0,1
3870,Operations Analyst,2016,1,0,0,0,0,0,0
3871,Structured Interest Rates Off-Cyle Internship ,2016,1,0,0,0,0,0,0
3872,Sales Associate,2016,0,0,0,0,1,0,0
3873,Human Resources Data Analyst,2016,0,0,0,0,0,0,0
3874,PhD Student (Econometrics),2016,1,0,1,0,0,0,0
3875,Intern Placement – Internal Audit,2016,1,1,0,0,0,0,0
3876,Intern Placement – Economic Research Team,2016,1,0,0,0,0,0,0
3877,"Trainee, Debt Origination & Advisory",2016,1,1,0,0,0,0,0
3878,Intern Placement – Credit Risk Control,2016,1,0,0,0,0,0,0
3879,Intern Placement – Real Estate & Hotel Group,2016,1,0,0,0,0,0,0
3880,Graduate Investment Analyst ,2016,0,0,0,0,0,0,0
3881,Intern - Nordics Equity Markets & Commodities ,2016,1,0,0,0,0,0,0
3882,Internship - Communications Writer,2016,0,0,0,0,0,0,0
3883,Financial / Economics Analyst,2016,0,0,0,1,0,0,1
3884,Banking Assessment Summer Internship,2016,0,0,0,0,0,0,0
3885,2016 Graduate opportunity - Commodities and Financial Markets,2016,1,0,0,0,0,0,0
3886,Intern - FICT Solutions Sales,2016,0,0,0,0,0,0,0
3887,"Intern - PMO, Global Markets Commodities IT team",2016,1,0,0,0,0,0,0
3888, HNA Tourism International Ambassador Internship Program,2016,0,0,0,0,0,0,0
3889,Financial Products Marketing ,2016,1,0,1,0,1,0,0
3890,Research Associate - Entry-level analyst position,2016,1,0,0,0,0,0,1
3891,Quantitative Financial Consultant,2016,0,1,0,0,0,0,0
3892,Private Debt Intern,2016,1,1,0,0,0,0,0
3893,Stifel 2016 Summer Internship Programme,2016,1,0,0,0,0,0,0
3894,Corporate Finance Internship,2016,1,0,0,0,0,0,0
3895,Summer Associate ,2016,1,1,0,0,0,0,0
3896,Sales Associates,2016,1,0,0,0,0,0,0
3897,Internship - Financial Restructuring Group,2016,0,0,0,0,0,0,0
3898,Sales Management Internship,2016,1,0,0,0,0,0,0
3899,Benelux Team Long-Term Internship - 2017,2017,1,0,0,0,0,0,0
3900,Investment Banking Cross Asset Derivatives Sales Internship,2016,0,0,0,0,0,0,0
3901,Investment Banking Cross Asset Derivatives Sales Traineeship,2016,1,0,0,0,0,1,1
3902,Investment Research Intern,2016,1,1,1,0,0,0,0
3903,Investment Banking - 2016 UK Technology Analyst Opportunities,2016,1,1,0,0,0,0,0
3904,Products Sales Intern Placement,2016,1,0,1,0,0,0,0
3905,Analyst (Private Capital Advisory),2016,1,0,1,0,0,0,0
3906,Economic Research Intern,2016,0,0,0,0,0,0,0
3907,Intern Placement – eBusiness MIS – 12 months,2016,0,0,0,0,0,0,0
3908,Internship - Structured Credit Trading,2016,1,0,1,0,0,0,0
3909,Junior Sales Support,2016,0,0,1,0,0,0,0
3910,Analyst Internship ,2016,1,0,0,0,0,0,0
3911,Financial Product Analytics and Sales Internship,2016,0,0,0,0,0,0,0
3912,Global Markets Client Services Intern,2016,0,0,0,0,0,0,0
3913,EIB 2016 General Traineeship programme ,2016,1,0,0,0,0,0,0
3914,Business Development / Capital Raising Role,2016,1,0,0,0,0,0,0
3915,Spring Associate (Investment Management),2016,1,1,0,0,0,0,0
3916,EMEA Credit Markets Product Control - Analyst Opportunity,2016,1,0,0,0,0,0,0
3917,Private Equity Fund of Funds Analyst,2016,1,0,0,0,0,1,1
3918,Internship,2016,1,0,0,0,0,0,0
3919,Investment Banking - 2016 UK Technology Analyst Opportunities,2016,0,0,0,0,0,0,0
3920,Junior Credit Analyst,2016,1,0,0,0,0,0,0
3921,Sales Assistant: EMEA Flow Equity Derivatives,2016,1,0,0,0,0,0,0
3922,Project Analyst / Junior Consultant ,2016,1,0,1,0,0,0,0
3923,Associates Programme,2016,0,0,1,0,0,1,0
3924,Equity Capital Markets Intern,2016,1,0,1,0,0,0,0
3925,News Search Optimization Analyst (Turkish speaker),2016,0,0,0,0,0,0,0
3926,Equity Capital Markets Intern,2016,0,0,0,0,0,0,0
3927,Junior Investment Analyst Intern,2016,1,0,1,0,0,0,0
3928,"CBRE summer internship - financial analyst, planning and commercial property scheme",2016,0,0,0,0,0,0,0
3929,Middle Office Intern,2016,1,0,1,1,0,1,1
3930,Editorial Team Member,2016,1,0,1,0,1,0,0
3931,Graduate Equity Derivatives Rapid Application Developer,2016,0,0,0,0,0,0,0
3932,Quantitative Financial Consultant,2016,1,0,0,0,0,0,0
3933,Thematic Social Economist,2016,1,0,1,0,0,0,0
3934,Equity Markets Commodities Intern,2016,0,0,0,0,0,0,0
3935,Power Sector Researcher,2016,0,0,0,1,0,0,1
3936,Paralegal and Compliance Officer,2016,0,0,0,0,0,0,0
3937,Intern – Global Market Commodities Quantitative Analyst,2016,0,0,0,0,0,0,0
3938,Gleacher Shacklock Internship Programme,2016,0,0,0,0,0,0,0
3939,Junior Sales Support,2016,1,0,1,0,0,0,0
3940,Legal Counsel,2016,1,0,1,0,0,0,0
3941,Internship in M&A,2016,1,0,0,0,1,0,0
3942,Graduate Programme 2016 – Strategic Marketing,2016,1,1,0,0,0,0,0
3943,Quantitative Data Analyst,2016,1,1,0,0,0,0,0
3944,Asia Equity Fund Summer Associate,2016,1,0,0,0,0,0,0
3945,Corporate Finance Intern,2016,1,0,0,0,0,1,1
3946,Commodity Solutions Group Support Intern,2016,0,0,0,0,0,0,0
3947,Investment Banking - 2016 UK Technology Analyst Opportunities,2016,1,0,0,0,0,0,0
3948,Carbon Data Analyst,2016,0,0,0,0,0,0,0
3949,Summer Analyst (Private Equity),2016,1,0,0,0,0,0,0
3950,Hargreaves Lansdown Graduate Scheme 2016 ,2016,0,0,0,1,0,0,1
3951,Summer Associate (Private Equity),2016,1,0,1,0,0,0,0
3952,Financial Engineering Intern,2016,0,0,0,0,0,0,0
3953,Corporate Communications Summer Internship,2016,0,0,0,0,0,0,0
3954,Financial Institutions and Public Sector Intern,2016,0,0,0,0,1,0,0
3955,Finance Graduate ,2016,0,0,0,0,0,0,0
3956,Product Management Intern,2016,0,0,0,0,0,0,0
3957,Digital Marketing/Community Management Intern,2016,0,0,0,0,0,0,0
3958,Future Charity Leaders Programme,2016,1,1,0,0,0,0,0
3959,Analyst,2016,1,0,0,0,0,0,0
3960,Real Estate Investment Banking Intern/ Analyst,2016,1,0,0,0,0,0,0
3961,Internship with Fund Manager (Equity Investment),2016,1,0,0,0,0,0,0
3962,Real-Time Data Intern,2016,1,0,1,0,0,0,0
3963,Finance Operations Intern (1 year),2016,1,0,0,0,0,0,0
3964,Government Relations Internship,2016,1,0,1,0,0,0,0
3965,Operations Team Member,2016,1,0,0,0,0,0,0
3966,Marketing Summer Internship,2016,1,0,0,0,0,0,0
3967,Operations Internship - Germany/Austria ,2016,1,0,1,0,0,0,0
3968,Junior Project Manager - Operations ,2016,1,0,1,0,0,0,0
3969,Marketing Summer Internship,2016,1,0,0,0,0,0,0
3970,Government Relations Internship,2016,0,0,0,0,0,0,0
3971,Global Business Development Trainee,2016,0,0,0,0,0,0,0
3972,HR Internship - Global Markets,2016,1,0,0,0,0,0,0
3973,Sales Assistant: EMEA Flow Equity Derivatives ,2016,0,0,0,0,0,0,0
3974,Operations Internship - The Netherlands ,2016,1,0,0,0,0,0,0
3975,Canaccord Genuity Spring Insight Opportunity,2016,0,0,0,0,0,0,0
3976,Summer Internship - Corporate Derivatives and FX,2016,0,0,0,0,0,0,0
3977,Morgan Stanley Global Capital Markets Off-Cycle Internship ,2016,1,0,0,0,0,0,0
3978,Sales Assistant Institutional,2016,1,0,0,0,0,0,1
3979,Compliance Department Intern,2016,0,0,1,0,0,0,0
3980,Intern - Proximity Developer,2016,0,0,0,0,0,0,0
3981,2016 Financial Product Analytics and Sales - French Speakers,2016,1,0,0,0,0,0,0
3982,M&A Associate - Research,2016,1,0,0,0,0,0,0
3983,Financial Analyst,2016,1,0,0,0,0,0,0
3984,New Business Associate,2016,1,0,0,0,0,0,0
3985,M&A Opportunities Sourcer,2016,1,0,1,0,0,0,0
3986,New Business Associate - Negotiation services,2016,1,0,0,0,0,0,0
3987, 2016 Financial Product Analytics and Sales - European Language Speakers ,2016,0,0,1,0,0,0,0
3988,Researcher - Chinese Investors,2016,1,1,0,0,0,0,0
3989,2016 Financial Product Analytics and Sales - German Speakers ,2016,1,1,0,0,0,0,0
3990,Houlihan Lokey London (6 Month off Cycle Internship) Corporate Finance (Generalist team) - July 16,2016,1,0,0,0,0,0,0
3991,Houlihan Lokey London (6 Month Off Cycle Internship) - Corporate Finance (Generalist team),2016,1,1,0,0,0,0,0
3992,"Cross-Asset Derivatives & Long-Term FX Trading, Internship",2016,0,0,0,0,0,0,0
3993,Houlihan Lokey London | 6 Month Off Cycle Internship | Corporate Finance (Generalist Team) Sept 16,2016,1,1,0,0,0,0,0
3994,Barclays - Banking EMEA Graduate Programme – Risk Solutions Group (German Speaker) ,2016,1,0,0,0,0,0,0
3995,"London | Corporate Finance, Consumer Team - 6 Month Internship Placement - April/ May - October 16",2016,0,0,0,0,0,0,0
3996,Graduate Associate,2016,1,1,0,0,0,0,0
3997,Intern - Identity Access Administrator (CSL),2016,1,0,0,0,0,0,0
3998,Associate Equity Analyst,2016,1,0,1,1,0,0,0
3999,Corporate Derivatives Sales Trainee,2016,0,0,0,0,0,0,0
4000,Summer Internship,2016,1,0,1,0,0,0,0
4001,Haitong Securities UK Summer 2016 Internship,2016,1,0,0,0,0,0,0
4002,Middle Office Intern,2016,1,0,0,0,0,0,0
4003,Reception Cover,2016,0,0,0,0,0,0,0
